KEY,METRIC_1,METRIC_2,METRIC_3,METRIC_4,METRIC_5,METRIC_6,METRIC_7,METRIC_8,METRIC_9,METRIC_10,avg_metric
11371908900,1.32,0.41,5.76,0.14,0.075,0.089,0.008,0.355,2.89,0.2,1.12
11372919800,3.9,0.16,353.44,3.08,0.324,0.021,0.006,0.412,1.56,0.0,36.29
11372923100,3.76,0.33,324.0,5.39,0.179,0.04,0.004,0.458,0.72,0.21,33.51
11372924200,5.99,0.43,47.61,4.5,0.252,0.022,0.005,0.348,1.32,0.21,6.07
11372931900,8.31,0.012,6.76,1.45,0.119,0.027,0.012,0.39,3.82,0.31,2.12
11372933000,2.91,0.012,25.0,0.99,0.055,0.059,0.016,0.346,3.29,0.31,3.3
11373034200,0.71,0.05,3271.84,1.53,0.05,0.068,0.021,0.337,93.09,0.0,336.77
11373035300,0.69,0.08,1584.04,1.26,0.053,0.117,0.026,0.324,98.78,0.0,168.54
11373036400,1.61,0.49,146.41,3.04,0.078,0.316,0.051,0.311,26.77,0.46,17.95
11373041900,7.07,0.07,213.16,34.44,0.65,0.021,0.015,0.502,7.02,0.0,26.29
11373044100,2.0,0.08,156.25,5.57,0.352,0.015,0.004,0.482,5.49,0.0,17.02
11373149700,0.31,0.1,894.01,1.42,0.038,0.167,0.016,0.379,4.91,0.0,90.14
11373151900,0.74,0.08,1459.24,1.4,0.038,0.144,0.015,0.358,8.49,0.0,147.05
11373153000,0.93,0.06,2180.89,1.52,0.039,0.131,0.017,0.329,6.89,0.0,219.08
11373154100,0.91,0.11,789.61,0.34,0.044,0.182,0.019,0.339,7.42,0.0,79.9
11374860200,3.73,0.18,1108.89,36.08,0.24,0.013,0.008,0.398,14.98,0.29,116.48
11378937900,1.46,0.06,961.0,0.44,0.194,0.051,0.009,0.381,7.1,0.71,97.14
11385235400,1.77,0.13,1376.41,28.53,0.204,0.016,0.007,0.433,2.73,0.12,141.04
11388114100,2.75,0.28,470.89,17.65,0.165,0.025,0.002,0.39,1.51,0.0,49.37
11388129500,3.08,0.4,219.04,3.88,0.137,0.046,0.005,0.355,3.01,0.13,23.01
11397543300,2.92,0.11,79.21,11.91,0.389,0.013,0.01,0.361,1.37,0.32,9.66
11397610400,3.02,0.06,249.64,4.84,0.309,0.015,0.009,0.52,47.73,0.0,30.61
11408140700,3.6,0.25,16.0,2.42,0.206,0.017,0.012,0.388,1.08,0.51,2.45
11408141800,2.98,0.22,20.25,1.81,0.203,0.019,0.009,0.462,1.01,0.46,2.74
11414344700,0.53,0.07,7691.29,0.39,0.083,0.089,0.017,0.309,5.28,0.27,769.83
11414351300,1.08,0.05,11968.36,3.35,0.088,0.075,0.019,0.331,4.45,0.0,1197.78
11414363400,1.54,0.31,380.25,3.2,0.077,0.094,0.024,0.341,5.15,0.74,39.17
11414544900,2.96,0.012,96.04,5.4,0.06,0.113,0.013,0.335,4.65,0.76,11.03
11419054900,6.33,0.019,9.61,4.55,0.072,0.028,0.008,0.325,1.11,0.19,2.22
11425090600,6.75,0.3,10.89,7.83,0.326,0.022,0.008,0.396,2.3,0.46,2.93
11425091700,1.41,0.06,243.36,8.31,0.28,0.013,0.01,0.457,3.48,0.0,25.74
11436082900,4.29,0.09,1204.09,15.91,0.362,0.028,0.012,0.411,1.47,0.0,122.67
11436181900,1.46,0.22,338.56,2.27,0.092,0.019,0.005,0.386,1.68,0.0,34.47
11436185200,2.47,0.31,92.16,1.12,0.104,0.012,0.005,0.389,5.37,0.36,10.23
11436205000,3.86,0.1,104.04,1.33,0.393,0.013,0.006,0.424,6.39,0.0,11.66
11436404100,7.84,0.14,47.61,8.41,0.518,0.014,0.008,0.454,6.22,0.0,7.12
11436407400,5.51,0.66,82.81,3.3,0.125,0.028,0.009,0.326,2.88,0.17,9.58
11436409600,2.93,0.013,22.09,4.19,0.082,0.134,0.009,0.368,4.0,0.17,3.4
11436410700,5.58,0.016,13.69,0.18,0.075,0.085,0.012,0.323,1.31,0.24,2.15
11436411800,1.6,0.44,745.29,0.18,0.071,0.159,0.015,0.351,2.97,0.32,75.14
11436412900,0.97,0.07,198.81,0.35,0.07,0.093,0.02,0.428,4.46,0.0,20.53
11437297300,4.93,0.32,998.56,31.39,0.267,0.023,0.007,0.428,1.73,0.21,103.79
11438909900,2.16,0.25,16.0,1.51,0.13,0.013,0.003,0.365,1.89,0.13,2.25
11444829000,1.66,0.18,30.25,0.42,0.163,0.019,0.015,0.348,0.9,0.2,3.42
11446587900,3.69,0.41,210.25,2.07,0.118,0.082,0.018,0.346,3.51,0.32,22.08
11449847200,3.04,0.1,92.16,2.31,0.26,0.009,0.009,0.383,2.03,0.0,10.03
11449892300,0.54,0.09,1036.84,0.46,0.054,0.141,0.015,0.439,16.39,0.0,105.5
11449893400,0.22,0.09,1011.24,1.76,0.052,0.115,0.013,0.405,16.99,0.0,103.09
11450001200,2.27,0.1,96.04,2.45,0.241,0.004,0.003,0.388,10.71,0.0,11.22
11450003400,0.64,0.07,204.49,1.39,0.145,0.014,0.005,0.321,4.74,0.0,21.18
11452183600,3.15,0.1,104.04,3.53,0.447,0.01,0.008,0.574,3.59,0.0,11.54
11453305600,1.77,0.23,166.41,5.81,0.112,0.08,0.025,0.395,3.92,0.27,17.9
11454912700,2.44,0.22,193.21,1.35,0.146,0.036,0.006,0.684,2.42,0.0,20.05
11456802500,3.73,0.09,114.49,2.27,0.462,0.007,0.005,0.557,4.85,0.0,12.65
11456804700,3.88,0.06,302.76,26.24,0.43,0.036,0.017,0.562,6.06,0.0,34.0
11460396200,2.94,0.36,67.24,3.4,0.104,0.037,0.011,0.309,2.9,0.27,7.76
11464123000,0.87,0.1,852.64,0.36,0.158,0.044,0.011,0.345,4.34,0.29,85.92
11497224200,1.39,0.17,552.25,0.51,0.074,0.125,0.009,0.442,2.08,0.18,55.72
11497225300,0.32,0.12,1176.49,0.58,0.084,0.139,0.016,0.445,1.47,0.0,117.97
11497226400,0.34,0.11,1436.41,1.13,0.067,0.108,0.01,0.407,3.35,0.0,144.19
11497227500,0.44,0.12,1197.16,1.4,0.088,0.179,0.023,0.394,1.98,0.0,120.18
11502132400,3.06,0.24,17.64,3.03,0.186,0.015,0.007,0.416,3.1,0.0,2.77
11510162400,2.02,0.19,249.64,1.42,0.121,0.029,0.005,0.385,2.03,0.91,25.68
11511577000,1.61,0.14,1747.24,3.13,0.191,0.04,0.003,0.533,1.21,0.0,175.41
11511578100,2.22,0.08,6068.41,0.57,0.277,0.034,0.003,0.59,1.63,0.0,607.38
11511579200,2.52,0.05,3003.04,3.19,0.396,0.011,0.006,0.612,1.23,0.0,301.11
11511582500,0.93,0.03,49062.25,12.24,0.288,0.019,0.006,0.468,3.5,0.0,4907.97
11511584700,4.27,0.14,1260.25,50.48,0.366,0.01,0.005,0.445,2.23,0.18,131.84
11522993900,0.82,0.12,1122.25,0.27,0.07,0.145,0.014,0.409,2.58,0.17,112.68
11523999300,1.9,0.13,1406.25,16.68,0.242,0.017,0.009,0.411,1.25,0.29,142.72
11524009200,5.88,0.16,38.44,6.34,0.479,0.009,0.006,0.38,2.85,0.0,5.45
11524180800,4.32,0.02,1874.89,51.46,0.549,0.158,0.059,0.443,5.53,0.0,193.74
11531503500,2.09,0.18,1089.0,2.79,0.169,0.032,0.004,0.395,1.13,0.0,109.58
11531504600,1.08,0.2,942.49,4.19,0.128,0.031,0.008,0.353,2.11,0.14,95.07
11533431800,4.58,0.15,182.25,31.95,0.362,0.037,0.008,0.387,4.12,0.0,22.38
11533439500,1.44,0.03,9101.16,2.54,0.37,0.016,0.005,0.408,4.62,0.0,911.06
11533440600,1.24,0.02,10629.61,6.77,0.474,0.046,0.029,0.425,0.45,0.0,1063.91
11534267800,2.96,0.15,400.0,12.71,0.303,0.02,,0.346,1.81,0.0,46.48
11534348100,5.5,0.54,13.69,0.75,0.166,0.021,0.004,0.467,1.48,0.18,2.28
11534512000,3.47,0.48,38.44,1.93,0.126,0.023,0.006,0.361,2.69,0.16,4.77
11535777000,14.64,0.94,4.41,7.0,0.25,0.018,0.005,0.491,1.42,0.12,2.93
11546836400,5.18,0.17,1176.49,5.37,0.346,0.019,,0.538,0.6,0.0,132.08
11547708700,9.27,0.34,302.76,2.27,0.379,0.014,,0.442,1.95,0.18,35.29
11558930900,0.46,0.04,19628.01,10.18,0.201,0.021,0.007,0.422,2.97,0.0,1964.23
11558936400,1.46,0.05,16563.69,15.97,0.277,0.017,0.006,0.387,2.75,0.0,1658.46
11565618900,13.32,0.015,16.0,19.25,0.178,0.033,0.012,0.373,1.65,0.47,5.13
11565620000,3.32,0.37,268.96,2.59,0.156,0.03,0.013,0.38,3.02,0.48,27.93
11565621100,1.82,0.14,1892.25,0.86,0.164,0.02,0.007,0.405,3.58,0.39,189.96
11565747600,1.1,0.09,4369.21,7.77,0.1,0.018,0.012,0.376,23.8,0.65,440.31
11565749800,5.49,0.25,148.84,15.8,0.266,0.014,0.009,0.532,25.75,0.16,19.71
11565750900,2.2,0.09,1036.84,18.76,0.24,0.007,0.008,0.526,41.71,0.0,110.04
11565752000,2.0,0.1,900.0,26.13,0.226,0.006,0.011,0.524,40.15,0.0,96.91
11565753100,9.66,0.47,39.69,0.93,0.267,0.014,0.013,0.467,23.22,0.47,7.52
11565754200,4.73,0.25,146.41,15.16,0.246,0.01,0.008,0.517,25.33,0.35,19.3
11565755300,5.14,0.26,129.96,10.17,0.271,0.016,0.012,0.513,24.06,0.27,17.07
11565756400,2.28,0.1,900.0,5.05,0.235,0.007,0.008,0.497,34.02,0.0,94.22
11565833400,2.07,0.02,42600.96,46.07,0.396,0.021,0.023,0.376,2.22,0.0,4265.22
11565834500,1.87,0.03,20909.16,27.85,0.438,0.013,0.008,0.564,1.38,0.0,2094.13
11565835600,2.6,0.1,2450.25,8.0,0.291,0.011,0.004,0.43,4.27,0.0,246.6
11565836700,2.2,0.12,1806.25,34.11,0.241,0.012,0.008,0.396,5.66,0.0,184.9
11565838900,1.71,0.13,1505.44,9.78,0.113,0.016,0.006,0.43,3.33,0.42,152.14
11565843300,1.27,0.09,3136.0,2.66,0.228,0.016,0.008,0.371,3.08,0.0,314.37
11565849900,1.81,0.04,16666.81,32.77,0.312,0.011,0.006,0.394,2.63,0.0,1670.48
11566187600,5.35,0.12,665.64,23.78,0.436,0.02,0.015,0.519,2.0,0.0,69.79
11566919100,2.29,0.04,610.09,20.57,0.378,0.021,0.013,0.483,5.41,0.0,63.93
11567336000,2.23,0.15,380.25,2.2,0.19,0.034,0.006,0.439,1.25,0.0,38.67
11567337100,2.11,0.07,2125.21,5.49,0.304,0.015,0.006,0.42,1.62,0.0,213.52
11567850800,0.5,0.06,1056.25,1.52,0.057,0.016,0.007,0.329,90.74,0.67,115.01
11567851900,1.13,0.04,2016.01,0.13,0.061,0.022,0.009,0.33,95.68,0.0,211.34
11567853000,0.47,0.06,1162.81,0.26,0.066,0.028,0.012,0.344,83.36,0.0,124.74
11567854100,0.68,0.06,1169.64,1.03,0.067,0.034,0.018,0.329,61.86,0.52,123.42
11567855200,0.34,0.05,1592.01,1.57,0.07,0.032,0.016,0.315,58.63,0.0,165.3
11567856300,0.98,0.05,1339.56,0.04,0.067,0.036,0.018,0.33,62.3,0.0,140.34
11567857400,1.05,0.06,1089.0,0.36,0.069,0.03,0.017,0.326,70.16,0.39,116.15
11567858500,0.8,0.12,275.56,0.01,0.066,0.031,0.016,0.358,47.45,0.63,32.5
11567859600,0.96,0.07,835.21,0.06,0.071,0.035,0.018,0.344,60.62,0.26,89.76
11567860700,0.32,0.08,590.49,0.42,0.077,0.035,0.009,0.367,51.05,0.0,64.28
11567861800,0.53,0.12,262.44,0.96,0.077,0.043,0.023,0.408,37.39,0.59,30.26
11567862900,1.35,0.2,216.09,2.11,0.073,0.041,0.018,0.366,41.54,0.68,26.25
11567864000,0.74,0.09,479.61,0.22,0.076,0.042,0.013,0.331,58.91,0.35,54.04
11567865100,1.11,0.11,357.21,0.14,0.08,0.049,0.024,0.342,41.39,0.59,40.1
11567866200,0.78,0.11,320.41,0.24,0.076,0.037,0.017,0.325,44.81,0.48,36.73
11567867300,0.53,0.06,961.0,0.72,0.062,0.022,0.009,0.359,87.4,0.31,105.05
11567894800,1.92,0.31,96.04,0.89,0.075,0.079,0.015,0.389,32.14,0.74,13.26
11567895900,2.26,0.54,30.25,0.69,0.083,0.082,0.015,0.46,27.12,0.57,6.21
11567897000,1.01,0.05,1962.49,0.66,0.062,0.021,0.009,0.364,76.31,0.0,204.1
11567898100,0.99,0.11,357.21,1.41,0.07,0.032,0.016,0.364,62.0,0.57,42.28
11567899200,0.4,0.09,466.56,1.11,0.064,0.021,0.017,0.352,70.61,0.56,53.98
11567900300,0.37,0.06,973.44,1.28,0.066,0.029,0.012,0.328,83.89,0.46,105.99
11567901400,0.78,0.08,576.0,1.48,0.064,0.027,0.018,0.347,86.83,0.71,66.63
11567902500,0.79,0.06,1108.89,1.59,0.069,0.043,0.009,0.341,62.0,0.31,117.41
11567903600,0.83,0.07,864.36,0.0,0.07,0.038,0.006,0.348,69.3,0.29,93.53
11567904700,1.07,0.06,979.69,0.87,0.063,0.028,0.02,0.33,90.05,0.37,107.26
11567905800,0.49,0.07,772.84,0.46,0.064,0.028,0.015,0.302,85.71,0.42,86.04
11567906900,0.97,0.06,1162.81,1.21,0.06,0.022,0.008,0.335,100.21,0.41,126.61
11567908000,1.11,0.06,1056.25,0.83,0.058,0.023,0.006,0.332,89.88,0.48,114.9
11567909100,1.15,0.05,1797.76,1.22,0.06,0.021,0.006,0.337,93.07,0.0,189.37
11567910200,0.26,0.07,812.25,1.13,0.062,0.018,0.01,0.343,67.24,0.67,88.21
11567911300,0.65,0.07,761.76,1.31,0.065,0.036,0.011,0.359,75.27,0.51,84.0
11567912400,0.69,0.05,1568.16,0.7,0.062,0.022,0.01,0.332,74.42,0.32,164.48
11567913500,0.44,0.08,576.0,1.35,0.061,0.018,0.01,0.33,80.86,0.72,65.99
11567914600,0.84,0.07,894.01,0.59,0.061,0.023,0.005,0.337,68.03,0.58,96.45
11567915700,0.55,0.01,151398.81,2.15,0.056,0.024,0.011,0.39,105.06,0.0,15150.71
11567916800,0.7,0.04,2246.76,0.25,0.059,0.019,0.01,0.342,94.62,0.0,234.28
11567917900,0.56,0.08,702.25,1.39,0.067,0.028,0.005,0.337,74.35,0.41,77.95
11567919000,0.47,0.05,1780.84,0.67,0.059,0.015,0.008,0.351,97.18,0.2,187.98
11567920100,0.55,0.04,2152.96,0.63,0.058,0.024,0.008,0.347,91.14,0.0,224.58
11567921200,0.62,0.05,1616.04,0.28,0.061,0.038,0.014,0.332,73.64,0.51,169.16
11567922300,1.2,0.09,552.25,1.35,0.067,0.021,0.01,0.373,71.54,0.51,62.74
11567923400,0.72,0.07,888.04,0.32,0.067,0.027,0.015,0.325,62.28,0.59,95.25
11567924500,0.8,0.05,1689.21,1.27,0.061,0.023,0.008,0.319,92.29,0.0,178.4
11567925600,0.61,0.08,620.01,1.16,0.065,0.03,0.007,0.38,71.4,0.57,69.43
11567926700,0.43,0.06,1317.69,1.62,0.066,0.028,0.006,0.329,71.7,0.0,139.19
11567927800,0.81,0.06,1183.36,0.14,0.061,0.025,0.006,0.358,86.29,0.4,127.15
11567928900,0.97,0.06,1004.89,0.9,0.059,0.032,0.008,0.353,81.98,0.52,108.98
11567930000,0.66,0.06,1253.16,0.69,0.065,0.037,0.008,0.32,63.76,0.24,131.9
11567931100,0.36,0.04,2070.25,1.53,0.067,0.044,0.014,0.324,82.89,0.0,215.55
11567932200,0.53,0.05,1883.56,0.58,0.057,0.026,0.008,0.326,106.87,0.25,199.23
11567933300,0.62,0.06,1069.29,0.48,0.061,0.027,0.012,0.351,90.1,0.46,116.15
11567934400,1.23,0.07,734.41,1.34,0.065,0.03,0.01,0.333,70.28,0.4,80.82
11567935500,0.89,0.11,334.89,0.83,0.075,0.036,0.018,0.356,45.2,0.59,38.3
11567936600,0.5,0.09,484.0,1.08,0.07,0.033,0.011,0.401,67.26,0.55,55.4
11567937700,0.34,0.05,1339.56,1.12,0.065,0.025,0.008,0.363,92.88,0.31,143.47
11567938800,0.5,0.12,289.0,1.45,0.074,0.039,0.021,0.36,43.87,0.6,33.6
11567939900,1.37,0.14,204.49,0.46,0.07,0.036,0.017,0.401,44.38,0.64,25.2
11567941000,0.34,0.05,1474.56,0.16,0.066,0.036,0.017,0.339,94.47,0.0,157.0
11567942100,1.4,0.13,231.04,0.43,0.074,0.029,0.018,0.36,44.96,0.57,27.9
11567943200,2.61,0.13,515.29,4.04,0.278,0.018,0.015,0.345,5.91,0.37,52.9
11567944300,3.23,0.16,353.44,6.33,0.266,0.01,0.01,0.414,2.8,0.35,36.7
11567946500,2.47,0.12,585.64,8.43,0.284,0.011,0.005,0.474,1.92,0.0,59.94
11567947600,2.01,0.06,2190.24,4.48,0.245,0.009,0.007,0.418,3.88,0.0,220.13
11570421500,1.3,0.06,289.0,3.8,0.243,0.014,0.005,0.495,1.97,0.0,29.69
11570424800,1.55,0.03,1296.0,0.2,0.373,0.012,0.009,0.594,3.69,0.0,130.25
11570425900,4.06,0.23,18.49,4.33,0.249,0.009,0.005,0.412,3.94,0.29,3.2
11570433600,1.37,0.02,3147.21,5.17,0.278,0.01,0.002,0.449,1.74,0.0,315.62
11570568900,2.06,0.06,3943.84,12.66,0.298,0.017,0.009,0.349,8.32,0.0,396.76
11571865800,0.93,0.04,2809.0,2.84,0.088,0.045,0.017,0.332,11.58,0.0,282.49
11571866900,0.64,0.05,1436.41,1.4,0.083,0.038,0.01,0.343,13.95,0.51,145.34
11571876800,0.21,0.05,1823.29,1.89,0.08,0.027,0.01,0.33,14.59,0.68,184.12
11571879000,1.77,0.19,114.49,1.06,0.112,0.083,0.021,0.329,6.17,0.66,12.49
11571883400,0.21,0.03,3329.29,3.22,0.075,0.018,0.01,0.347,16.15,0.01,334.94
11571887800,0.76,0.04,3025.0,2.88,0.068,0.016,0.013,0.313,13.27,0.7,304.31
11571943900,1.11,0.04,2745.76,1.52,0.086,0.047,0.018,0.342,10.9,0.24,276.01
11571945000,0.94,0.04,2480.04,1.31,0.071,0.024,0.013,0.333,12.22,0.84,249.58
11571946100,1.02,0.04,2061.16,2.92,0.087,0.04,0.016,0.329,11.44,0.0,207.71
11571949400,0.32,0.07,806.56,1.93,0.088,0.047,0.007,0.344,8.69,0.63,81.87
11571951600,1.15,0.04,1980.25,1.06,0.077,0.028,0.006,0.31,13.48,0.79,199.72
11571956000,0.58,0.05,1513.21,2.38,0.083,0.042,0.012,0.317,10.67,0.84,152.82
11571963700,0.58,0.04,2284.84,2.86,0.089,0.032,0.007,0.378,14.11,0.0,230.29
11572507100,4.05,0.37,268.96,0.08,0.19,0.034,0.021,0.41,1.69,0.53,27.63
11572933900,3.41,0.4,57.76,9.61,0.194,0.02,0.012,0.359,3.47,0.25,7.55
11572935000,3.23,0.14,470.89,3.33,0.348,0.013,0.006,0.446,5.3,0.0,48.37
11572936100,1.19,0.16,361.0,3.47,0.124,0.055,,0.361,4.63,0.0,41.22
11572937200,0.77,0.11,795.24,4.04,0.108,0.045,0.018,0.392,6.39,0.0,80.71
11572938300,2.78,0.23,169.0,3.87,0.193,0.02,0.007,0.357,4.9,0.22,18.16
11572940500,0.83,0.1,3769.96,6.94,0.095,0.021,0.011,0.321,6.68,0.0,378.5
11572942700,1.22,0.03,9486.76,22.2,0.323,0.01,0.006,0.414,5.85,0.0,951.68
11572943800,1.47,0.06,2745.76,5.5,0.256,0.022,0.007,0.476,5.15,0.0,275.87
11572944900,1.64,0.42,50.41,1.37,0.085,0.076,0.013,0.338,2.95,0.21,5.75
11572953700,1.38,0.02,14400.0,20.69,0.318,0.007,0.004,0.434,7.81,0.0,1443.07
11572955900,3.77,0.21,94.09,6.56,0.247,0.009,0.006,0.357,4.06,0.24,10.95
11577355900,1.64,0.03,1482.25,16.36,0.393,0.017,0.026,0.399,9.17,0.0,151.03
11577357000,1.46,0.01,13782.76,22.04,0.312,0.116,0.041,0.423,5.64,0.0,1381.28
11577358100,0.78,0.02,20938.09,5.16,0.109,0.017,0.012,0.366,26.17,0.0,2097.07
11577359200,0.63,0.02,18387.36,7.23,0.111,0.022,0.012,0.364,18.88,0.0,1841.46
11577360300,0.71,0.02,22982.56,1.14,0.111,0.007,0.012,0.384,17.38,0.0,2300.23
11577361400,0.85,0.04,6822.76,3.38,0.137,0.012,0.006,0.368,19.47,0.0,684.7
11577362500,0.57,0.03,10547.29,13.45,0.123,0.016,0.019,0.347,24.87,0.0,1058.67
11577363600,0.81,0.01,63554.41,4.56,0.1,0.01,0.011,0.364,21.11,0.0,6358.14
11577364700,0.97,0.03,9331.56,6.75,0.116,0.005,0.009,0.35,17.11,0.0,935.69
11577365800,0.59,0.02,15202.89,13.82,0.109,0.008,0.008,0.344,17.46,0.0,1523.52
11577366900,0.72,0.02,25249.21,1.71,0.105,0.012,0.005,0.384,17.35,0.0,2526.95
11577369100,0.46,0.01,57696.04,25.99,0.367,0.015,0.002,0.401,8.09,0.0,5773.14
11577370200,1.19,0.06,2883.69,15.06,0.213,0.016,0.014,0.325,9.74,0.0,291.03
11577371300,2.08,0.02,1681.0,14.98,0.394,0.011,,0.356,5.69,0.0,189.39
11577372400,1.24,0.06,2937.64,7.16,0.198,0.023,0.008,0.43,8.74,0.0,295.55
11577373500,1.06,0.06,2787.84,9.45,0.196,0.022,0.008,0.392,5.71,0.0,280.47
11577374600,0.68,0.04,6464.16,0.3,0.177,0.012,0.013,0.354,17.23,0.0,648.3
11577375700,0.85,0.03,13225.0,6.88,0.132,0.013,0.008,0.344,18.45,0.0,1325.17
11577376800,1.2,0.03,10941.16,11.8,0.114,0.01,0.01,0.334,17.88,0.0,1097.25
11577377900,0.43,0.05,4057.69,6.4,0.149,0.01,0.016,0.36,15.66,0.0,408.08
11577379000,0.19,0.02,35344.0,3.75,0.104,0.02,0.014,0.36,23.34,0.0,3537.18
11577380100,0.43,0.03,14376.01,4.56,0.12,0.012,0.013,0.341,16.29,0.0,1439.78
11577776100,1.74,0.04,702.25,9.74,0.41,0.004,0.006,0.354,6.85,0.0,72.14
11577777200,0.56,0.04,5944.41,2.0,0.115,0.026,0.02,0.337,29.04,0.0,597.65
11577806900,2.02,0.04,761.76,22.43,0.374,0.004,0.008,0.379,10.74,0.0,79.78
11580571200,1.34,0.07,6707.61,4.96,0.242,0.018,0.006,0.408,2.51,0.0,671.72
11580572300,0.74,0.09,1017.61,0.57,0.053,0.134,0.009,0.441,5.64,0.0,102.53
11580573400,0.58,0.14,470.89,1.95,0.081,0.128,0.01,0.426,3.79,0.0,47.8
11580584400,0.72,0.14,457.96,2.95,0.062,0.115,0.014,0.351,9.79,0.24,47.23
11580585500,1.21,0.17,1218.01,1.22,0.062,0.106,0.02,0.308,12.35,0.12,123.36
11580586600,0.42,0.22,193.21,2.15,0.063,0.115,0.023,0.358,11.69,0.26,20.85
11580587700,0.62,0.04,4637.61,1.14,0.052,0.09,0.012,0.367,16.24,0.0,465.62
11580588800,0.36,0.17,309.76,2.27,0.068,0.159,0.028,0.312,9.54,0.12,32.28
11580589900,0.99,0.1,912.04,0.83,0.06,0.116,0.012,0.368,11.55,0.0,92.61
11580591000,0.68,0.19,954.81,6.1,0.052,0.129,0.014,0.315,5.29,0.4,96.8
11580592100,0.88,0.13,2218.41,6.12,0.052,0.133,0.012,0.317,4.65,0.36,223.11
11580593200,0.57,0.12,2401.0,4.6,0.061,0.172,0.012,0.422,5.16,0.19,241.23
11580594300,0.91,0.12,2672.89,5.97,0.055,0.139,0.014,0.31,6.95,0.33,268.77
11580595400,1.07,0.07,8372.25,3.5,0.054,0.121,0.011,0.331,7.07,0.0,838.45
11580596500,0.65,0.22,20.25,0.56,0.086,0.126,0.006,0.484,3.59,0.0,2.6
11580597600,0.73,0.17,295.84,0.14,0.083,0.116,0.008,0.42,3.56,0.0,30.11
11580602000,0.95,0.07,2025.0,0.72,0.069,0.113,0.014,0.43,5.39,0.0,203.28
11580603100,1.15,0.1,894.01,3.64,0.067,0.093,0.009,0.348,15.8,0.0,91.52
11580604200,1.75,0.36,278.89,1.34,0.073,0.153,0.014,0.362,4.03,0.49,28.75
11580607500,0.67,0.07,6432.04,2.69,0.069,0.139,0.015,0.311,10.08,0.0,644.61
11580608600,0.83,0.07,8172.16,0.04,0.068,0.118,0.018,0.336,13.68,0.0,818.73
11580609700,0.45,0.07,1772.41,0.78,0.07,0.097,0.008,0.457,8.61,0.0,178.3
11580610800,1.07,0.39,57.76,2.29,0.064,0.135,0.03,0.314,9.64,0.28,7.2
11580611900,0.4,0.21,210.25,1.73,0.065,0.152,0.027,0.303,10.57,0.27,22.4
11580613000,1.07,0.45,44.89,3.31,0.073,0.184,0.032,0.326,5.89,0.32,5.65
11580614100,0.75,0.18,282.24,0.23,0.06,0.105,0.02,0.315,13.78,0.29,29.8
11580615200,0.64,0.21,198.81,3.84,0.061,0.104,0.023,0.294,10.56,0.26,21.48
11580616300,0.71,0.2,219.04,3.43,0.066,0.131,0.028,0.305,12.4,0.17,23.65
11580617400,1.36,0.24,151.29,3.61,0.066,0.144,0.028,0.305,9.95,0.27,16.73
11580618500,0.49,0.03,10363.24,1.54,0.069,0.165,0.019,0.51,10.56,0.0,1037.66
11580619600,1.47,0.66,81.0,5.94,0.066,0.233,0.021,0.339,2.81,0.53,9.31
11580620700,0.26,0.13,2304.0,6.56,0.055,0.161,0.015,0.328,4.41,0.29,231.62
11580621800,0.47,0.2,936.36,0.55,0.061,0.197,0.013,0.426,4.75,0.29,94.33
11580622900,0.67,0.18,1149.21,4.52,0.06,0.2,0.022,0.325,3.91,0.28,115.94
11583765600,2.74,0.16,595.36,1.59,0.218,0.03,0.004,0.397,1.25,0.0,60.17
11583766700,3.73,0.13,979.69,12.91,0.325,0.016,0.004,0.377,1.4,0.0,99.86
11589999300,10.11,0.16,342.25,19.58,0.494,0.036,0.014,0.447,4.23,0.21,37.75
11590674700,3.66,0.44,84.64,11.45,0.123,0.016,0.009,0.465,2.18,0.48,10.35
11591068500,3.72,0.012,46.24,1.04,0.063,0.043,0.008,0.35,1.57,0.32,5.34
11591545900,1.04,0.37,256.0,1.34,0.061,0.172,0.036,0.445,0.98,0.9,26.13
11591547000,1.77,0.73,67.24,2.41,0.046,0.18,0.026,0.417,1.09,0.011,7.39
11593217900,3.85,0.07,3684.49,23.49,0.472,0.018,0.008,0.433,1.13,0.0,371.4
11593219000,0.99,0.09,1218.01,1.43,0.139,0.031,0.008,0.342,5.16,0.29,122.65
11593360900,5.83,0.31,92.16,8.69,0.278,0.01,0.011,0.492,25.33,0.36,13.35
11593362000,3.29,0.18,289.0,2.59,0.24,0.009,,0.546,37.11,0.0,37.0
11593760200,0.24,0.03,15825.64,1.34,0.066,0.118,0.025,0.399,6.72,0.0,1583.46
11593761300,0.54,0.11,2724.84,3.23,0.066,0.172,0.024,0.504,3.38,0.16,273.3
11593762400,0.89,0.02,29036.16,1.02,0.067,0.14,0.02,0.419,4.82,0.0,2904.36
11593763500,0.49,0.03,21844.84,3.48,0.065,0.123,0.035,0.423,6.05,0.0,2185.55
11593764600,0.82,0.03,14568.49,0.3,0.061,0.113,0.027,0.351,6.33,0.0,1457.65
11593765700,0.65,0.09,1857.61,2.83,0.068,0.151,0.032,0.403,5.66,0.0,186.75
11593766800,0.38,0.02,35796.64,2.99,0.057,0.069,0.034,0.377,9.47,0.0,3581.0
11593767900,0.55,0.03,16900.0,1.89,0.061,0.095,0.03,0.363,6.08,0.0,1690.91
11593769000,0.36,0.03,18279.04,3.52,0.062,0.113,0.02,0.36,4.76,0.0,1828.83
11593770100,0.53,0.03,19432.36,1.07,0.067,0.11,0.033,0.411,7.65,0.0,1944.23
