KEY,METRIC_1,METRIC_2,METRIC_3,METRIC_4,METRIC_5,METRIC_6,METRIC_7,METRIC_8,METRIC_9,METRIC_10,avg_metric
11639987700,0.26,0.03,5913.61,2.51,0.053,0.031,0.024,0.358,5.62,0.0,592.25
11639988800,0.33,0.1,1489.96,0.65,0.061,0.249,0.022,0.368,8.0,0.0,149.97
11639989900,0.3,0.1,1536.64,2.18,0.061,0.255,0.021,0.383,8.78,0.0,154.87
11639991000,0.45,0.08,585.64,1.81,0.065,0.052,0.014,0.423,8.61,0.42,59.76
11639992100,1.53,0.37,118.81,3.26,0.056,0.161,0.013,0.331,7.83,0.47,13.28
11639993200,0.82,0.06,1197.16,3.04,0.062,0.06,0.028,0.377,5.28,0.0,120.69
11639994300,0.41,0.02,13294.09,0.66,0.06,0.039,0.009,0.371,2.9,0.0,1329.86
11639995400,2.56,0.23,72.25,0.51,0.132,0.019,0.004,0.439,1.13,0.22,7.75
11639997600,0.1,0.02,14232.49,2.18,0.054,0.023,0.02,0.337,8.77,0.0,1424.4
11639998700,0.63,0.02,9467.29,0.94,0.051,0.022,0.011,0.39,8.85,0.0,947.82
11640000900,0.73,0.02,8987.04,2.21,0.051,0.038,0.011,0.364,7.68,0.0,899.81
11640004200,1.05,0.02,10629.61,1.74,0.048,0.025,0.015,0.375,6.0,0.0,1063.89
11640005300,0.73,0.02,6822.76,1.71,0.054,0.032,0.024,0.349,5.7,0.0,683.14
11640007500,0.12,0.02,10920.25,1.33,0.051,0.04,0.01,0.367,7.23,0.0,1092.94
11640010800,0.39,0.01,20391.84,1.27,0.049,0.041,0.005,0.341,4.15,0.0,2039.81
11640013000,0.38,0.03,4858.09,0.48,0.054,0.035,0.026,0.342,4.67,0.0,486.41
11640014100,0.33,0.02,10100.25,1.99,0.057,0.035,0.015,0.377,9.33,0.0,1011.24
11640017400,0.64,0.02,10670.89,1.65,0.055,0.029,0.025,0.319,8.42,0.0,1068.2
11640019600,0.24,0.02,9006.01,0.06,0.053,0.049,0.018,0.346,5.19,0.0,901.2
11640021800,0.81,0.02,7992.36,1.96,0.05,0.011,0.013,0.345,6.15,0.0,800.17
11640022900,1.15,0.05,1656.49,2.97,0.065,0.054,0.009,0.347,8.77,0.0,166.99
11640317700,0.63,0.08,1459.24,2.99,0.05,0.09,0.032,0.318,103.09,0.0,156.65
11640318800,0.97,0.08,1513.21,0.52,0.047,0.057,0.037,0.315,97.65,0.12,161.3
11640323200,0.37,0.09,1197.16,1.4,0.047,0.07,0.031,0.311,101.35,0.28,130.11
11640324300,0.38,0.05,2981.16,3.29,0.047,0.081,0.02,0.337,99.96,0.0,308.53
11640326500,0.91,0.13,571.21,1.59,0.051,0.074,0.039,0.312,93.35,0.38,66.8
11640404600,0.58,0.05,4369.21,2.96,0.05,0.106,0.018,0.342,93.09,0.0,446.64
11640406800,0.89,0.16,361.0,1.61,0.048,0.09,0.03,0.301,59.46,0.7,42.43
11640412300,0.95,0.13,492.84,2.95,0.048,0.074,0.024,0.302,69.32,0.55,56.72
11640414500,0.86,0.1,858.49,1.98,0.051,0.074,0.02,0.401,74.4,0.48,93.69
11640416700,0.99,0.08,1303.21,2.27,0.049,0.113,0.049,0.319,80.38,0.58,138.8
11640418900,0.28,0.09,1004.89,1.17,0.048,0.076,0.026,0.316,99.85,0.41,110.72
11640421100,1.03,0.12,681.21,1.84,0.055,0.094,0.033,0.31,58.88,0.31,74.39
11640423300,0.92,0.1,870.25,1.51,0.048,0.092,0.034,0.335,60.61,0.69,93.46
11640425500,0.35,0.11,761.76,2.89,0.048,0.097,0.03,0.312,97.33,0.39,86.33
11640432100,0.38,0.11,767.29,2.87,0.047,0.071,0.027,0.311,81.79,0.64,85.35
11640434300,0.62,0.07,1849.0,2.02,0.05,0.106,0.033,0.306,101.26,0.0,195.35
11640438700,0.84,0.08,1376.41,0.39,0.049,0.092,0.023,0.311,100.39,0.33,147.89
11640445300,0.38,0.13,529.0,0.65,0.056,0.123,0.053,0.311,86.77,0.23,61.77
11640447500,0.79,0.16,372.49,2.19,0.048,0.072,0.026,0.309,62.66,0.46,43.92
11640453000,0.28,0.14,445.21,0.93,0.048,0.081,0.03,0.306,75.46,0.66,52.31
11640456300,0.39,0.08,1406.25,0.36,0.047,0.064,0.031,0.314,89.94,0.27,149.77
11640458500,0.75,0.06,2872.96,2.68,0.048,0.07,0.034,0.334,110.24,0.0,298.72
11640460700,0.54,0.07,1780.84,1.03,0.048,0.078,0.021,0.337,100.5,0.0,188.35
11640461800,0.12,0.05,3136.0,3.2,0.047,0.072,0.022,0.329,105.68,0.0,324.55
11640515700,2.94,0.07,234.09,14.51,0.304,0.024,0.011,0.508,45.47,0.0,29.79
11640531100,3.22,0.1,102.01,6.26,0.223,0.041,0.027,0.502,7.42,0.5,12.03
11640681800,1.06,0.16,37.21,2.23,0.152,0.021,0.012,0.314,4.93,0.0,4.61
11640685100,1.19,0.07,196.0,0.29,0.149,0.019,0.011,0.337,8.07,0.0,20.61
11640687300,0.87,0.03,930.25,0.07,0.131,0.016,0.007,0.366,11.83,0.0,94.36
11640688400,1.21,0.04,645.16,2.61,0.118,0.013,0.006,0.348,11.04,0.0,66.05
11640691700,1.21,0.07,222.01,1.19,0.115,0.016,0.014,0.34,12.41,0.0,23.74
11640692800,0.95,0.05,449.44,0.28,0.186,0.017,0.004,0.413,6.52,0.0,45.79
11640698300,0.14,0.03,4134.49,2.77,0.056,0.023,0.01,0.363,14.97,0.0,415.29
11640700500,0.42,0.03,3445.69,2.63,0.053,0.02,0.008,0.375,12.15,0.0,346.14
11640702700,1.06,0.05,1600.0,0.74,0.053,0.017,0.011,0.355,12.72,0.0,161.5
11640704900,1.14,0.06,1162.81,2.07,0.061,0.018,0.008,0.369,15.13,0.0,118.17
11640707100,0.62,0.04,2016.01,0.72,0.06,0.028,0.017,0.344,13.81,0.0,203.16
11640709300,0.2,0.04,2246.76,2.72,0.06,0.026,0.016,0.341,11.32,0.0,226.15
11640710400,0.74,0.05,1521.0,1.15,0.058,0.025,0.012,0.343,13.15,0.0,153.65
11640712600,0.68,0.04,2180.89,0.99,0.054,0.019,0.014,0.36,17.58,0.0,220.06
11640715900,0.29,0.1,428.49,2.38,0.073,0.033,0.01,0.375,6.73,0.0,43.85
11640717000,0.61,0.04,1980.25,0.85,0.055,0.017,0.01,0.342,13.52,0.0,199.57
11640719200,0.58,0.05,1722.25,2.47,0.056,0.012,0.009,0.346,15.74,0.0,174.15
11640802800,0.87,0.01,57216.64,43.04,0.443,0.076,0.035,0.525,0.0,0.0,5726.16
11640957900,2.91,0.05,16537.96,152.28,0.439,0.008,0.012,0.364,1.79,0.0,1669.58
11640968900,0.41,0.04,5852.25,0.14,0.072,0.079,0.012,0.467,6.92,0.0,586.04
11640973300,0.79,0.03,7867.69,0.82,0.077,0.059,0.01,0.33,5.81,0.0,787.56
11640975500,0.47,0.04,4858.09,2.91,0.067,0.042,0.016,0.339,7.5,0.0,486.95
11640977700,0.2,0.03,12343.21,2.13,0.067,0.041,0.012,0.394,7.41,0.0,1235.35
11640979900,0.71,0.03,9702.25,1.83,0.069,0.031,0.012,0.378,6.23,0.0,971.15
11640982100,0.76,0.04,4830.25,0.27,0.081,0.073,0.009,0.399,6.42,0.0,483.83
11640984300,1.32,0.21,210.25,1.9,0.087,0.126,0.026,0.375,3.61,0.54,21.84
11640988700,0.66,0.05,3457.44,6.43,0.13,0.027,0.005,0.356,5.71,0.0,347.08
11640997500,1.11,0.21,800.89,6.65,0.085,0.026,0.005,0.518,2.04,0.39,81.19
11641011800,1.2,0.07,1705.69,2.42,0.076,0.077,0.005,0.516,5.1,0.39,171.55
11641012900,0.73,0.25,62.41,1.25,0.047,0.029,0.012,0.335,10.91,0.55,7.65
11641014000,1.14,0.23,72.25,1.69,0.047,0.019,0.008,0.322,11.63,0.64,8.8
11641015100,0.17,0.04,6352.09,2.72,0.089,0.119,0.029,0.618,9.77,0.0,636.56
11641017300,0.63,0.15,169.0,0.01,0.047,0.019,0.011,0.323,11.25,0.54,18.2
11641019500,0.6,0.25,62.41,0.46,0.047,0.023,0.011,0.324,11.46,0.66,7.62
11641020600,0.67,0.2,100.0,0.43,0.049,0.036,0.011,0.335,9.49,0.64,11.19
11641023900,0.81,0.17,134.56,0.84,0.048,0.017,0.009,0.333,9.76,0.56,14.71
11641031600,1.22,0.17,141.61,1.45,0.047,0.041,0.013,0.315,8.48,0.63,15.4
11641034900,1.12,0.1,432.64,1.38,0.048,0.027,0.01,0.315,6.99,0.49,44.31
11641039300,0.86,0.1,388.09,1.18,0.045,0.025,0.01,0.31,8.48,0.51,39.96
11641042600,0.34,0.1,432.64,0.25,0.045,0.034,0.012,0.312,9.39,0.49,44.36
11641099800,0.63,0.06,1204.09,3.12,0.126,0.009,0.003,0.383,14.31,0.0,122.27
11641100900,2.13,0.1,1560.25,17.82,0.208,0.014,0.009,0.433,1.92,0.0,158.29
11641102000,0.81,0.03,5505.64,3.28,0.098,0.012,0.007,0.338,18.33,0.0,552.85
11641104200,0.94,0.04,3260.41,5.5,0.109,0.01,0.006,0.341,20.88,0.0,328.82
11641106400,0.74,0.04,2550.25,4.87,0.119,0.014,0.009,0.338,13.31,0.0,256.97
11641108600,3.31,0.24,630.01,13.31,0.219,0.039,0.006,0.476,4.07,0.0,65.17
11641109700,1.26,0.08,625.0,2.88,0.156,0.02,0.005,0.604,4.73,0.0,63.47
11641110800,1.32,0.07,800.89,3.99,0.116,0.018,0.006,0.447,19.71,0.0,82.66
11641113000,0.69,0.03,3317.76,4.9,0.115,0.008,0.002,0.344,15.3,0.0,333.91
11641116300,0.53,0.03,4692.25,3.26,0.102,0.011,0.008,0.327,23.25,0.0,471.98
11641118500,0.97,0.02,7656.25,5.83,0.101,0.014,0.005,0.372,18.42,0.0,768.2
11641119600,0.63,0.03,4173.16,1.21,0.112,0.012,0.005,0.345,19.58,0.0,419.51
11641121800,0.84,0.03,4044.96,5.38,0.098,0.01,0.006,0.332,22.5,0.0,407.42
11641125100,0.22,0.03,3906.25,1.87,0.102,0.011,0.004,0.371,18.42,0.0,392.73
11641127300,0.71,0.03,3806.89,0.05,0.112,0.013,0.008,0.345,15.57,0.0,382.37
11641128400,3.93,0.38,64.0,4.06,0.183,0.036,0.015,0.386,1.37,0.47,7.48
11641132800,1.22,0.04,2490.01,5.17,0.119,0.014,0.005,0.336,18.04,0.0,251.5
11641136100,0.87,0.04,2520.04,1.94,0.118,0.011,0.002,0.355,13.31,0.0,253.67
11641138300,0.6,0.03,3410.56,0.38,0.096,0.063,0.012,0.435,29.05,0.0,344.12
11641139400,1.01,0.03,3918.76,0.66,0.099,0.06,0.013,0.452,21.39,0.0,394.25
11641142700,1.95,0.45,19.36,2.32,0.103,0.082,0.033,0.344,25.68,0.23,5.06
11641143800,1.39,0.07,2025.0,11.32,0.176,0.032,0.002,0.451,2.72,0.0,204.12
11641144900,0.64,0.06,992.25,2.29,0.078,0.029,0.017,0.384,54.69,0.0,105.04
11641147100,0.33,0.08,655.36,1.97,0.078,0.031,0.011,0.438,54.14,0.0,71.24
11641148200,0.42,0.09,510.76,2.9,0.079,0.028,0.011,0.36,51.57,0.0,56.62
11641150400,1.8,0.17,1253.16,8.54,0.217,0.025,0.006,0.411,1.74,0.0,126.61
11641151500,0.33,0.07,906.01,1.04,0.075,0.03,0.007,0.379,51.67,0.0,95.96
11641152600,1.15,0.02,2948.49,2.91,0.341,0.017,0.003,0.505,4.73,0.0,295.82
11641153700,0.43,0.11,331.24,2.51,0.083,0.028,0.009,0.403,41.51,0.0,37.63
11641155900,2.34,0.57,12.25,3.0,0.101,0.069,0.024,0.354,22.47,0.38,4.16
11641158100,1.27,0.09,538.24,1.38,0.077,0.032,0.012,0.393,52.03,0.0,59.35
11641159200,1.96,0.28,462.25,7.77,0.125,0.056,0.007,0.372,0.8,0.0,47.36
11641160300,2.39,0.43,21.16,1.97,0.105,0.092,0.03,0.336,20.71,0.19,4.74
11641162500,0.96,0.1,420.25,0.38,0.086,0.054,0.016,0.365,43.23,0.0,46.54
11641164700,0.25,0.07,876.16,0.12,0.079,0.045,0.012,0.431,48.01,0.0,92.52
11641166900,0.68,0.12,262.44,0.47,0.083,0.03,0.015,0.352,37.71,0.0,30.19
11641169100,2.12,0.16,1466.89,7.42,0.206,0.028,0.004,0.404,2.73,0.0,148.0
11641170200,0.33,0.09,479.61,2.37,0.077,0.036,0.012,0.344,39.4,0.0,52.23
11641171300,1.3,0.16,156.25,2.12,0.089,0.038,0.01,0.414,30.77,0.15,19.13
11641173500,1.87,0.35,33.64,1.29,0.099,0.066,0.019,0.345,17.79,0.29,5.58
11641175700,2.51,0.12,10774.44,22.49,0.316,0.024,0.007,0.421,2.22,0.0,1080.25
11641176800,1.37,0.13,249.64,2.34,0.084,0.038,0.014,0.355,40.32,0.0,29.43
11641179000,1.37,0.07,213.16,0.33,0.153,0.019,0.015,0.325,19.69,0.0,23.51
11641181200,1.41,0.08,176.89,1.44,0.144,0.017,0.015,0.316,23.43,0.0,20.37
11641183400,1.32,0.06,8704.89,19.88,0.208,0.025,0.004,0.365,2.2,0.0,872.9
11641184500,0.5,0.07,1632.16,1.95,0.097,0.07,0.006,0.377,1.06,0.0,163.63
11641187800,1.74,0.18,1108.89,16.95,0.142,0.044,0.005,0.378,0.94,0.0,112.93
11641188900,0.71,0.07,7140.25,2.17,0.066,0.161,0.011,0.534,12.09,0.0,715.61
11641190000,0.74,0.02,46139.04,1.01,0.072,0.169,0.013,0.57,16.15,0.0,4615.78
11641191100,0.82,0.01,103362.25,1.56,0.068,0.122,0.015,0.44,14.84,0.0,10338.01
11641192200,0.11,0.02,39920.04,3.57,0.071,0.126,0.01,0.624,15.51,0.0,3994.01
11641193300,0.1,0.02,28730.25,4.12,0.061,0.105,0.009,0.553,19.39,0.0,2875.46
11641194400,0.96,0.02,42477.21,1.67,0.063,0.095,0.013,0.507,32.06,0.0,4251.26
11641195500,0.16,0.02,31506.25,3.61,0.055,0.06,0.011,0.468,35.24,0.0,3154.59
11641196600,0.98,0.02,28425.96,1.6,0.062,0.081,0.006,0.635,18.34,0.0,2844.77
11641197700,0.35,0.05,14113.44,3.71,0.055,0.077,0.003,0.561,5.35,0.0,1412.36
11641198800,0.69,0.02,36024.04,4.18,0.055,0.082,0.012,0.678,18.76,0.0,3604.85
11641199900,0.67,0.02,61851.69,6.29,0.073,0.136,0.008,0.785,9.01,0.0,6186.87
11641201000,0.99,0.01,143716.81,4.41,0.059,0.137,0.004,0.398,14.46,0.0,14373.73
11641202100,0.3,0.01,327412.84,1.33,0.06,0.105,0.034,0.679,20.31,0.0,32743.57
11641203200,0.97,0.01,219398.56,5.03,0.06,0.075,0.008,0.539,26.59,0.0,21943.18
11641204300,0.42,0.01,201062.56,3.42,0.051,0.04,0.007,0.497,24.95,0.0,20109.2
11641205400,0.11,0.05,6544.81,4.87,0.053,0.061,0.014,0.416,24.69,0.0,657.51
11641206500,0.89,0.01,131261.29,0.01,0.224,0.251,0.061,0.511,4.14,0.16,13126.75
11641207600,0.59,0.05,4044.96,2.71,0.1,0.077,0.015,0.534,0.0,0.0,404.9
11641208700,0.66,0.03,9840.64,3.84,0.106,0.077,0.014,0.41,3.76,0.0,984.95
11641209800,0.94,0.05,4290.25,3.14,0.086,0.093,0.014,0.391,3.38,0.0,429.83
11641212000,0.48,0.02,31612.84,0.41,0.089,0.057,0.012,0.635,3.55,0.0,3161.81
11641213100,0.26,0.03,12012.16,3.97,0.088,0.122,0.011,0.628,5.51,0.0,1202.28
11641219700,0.06,0.01,93819.69,4.63,0.064,0.054,0.008,0.705,18.78,0.0,9384.4
11641220800,0.96,0.01,81738.81,0.4,0.059,0.098,0.005,0.752,18.65,0.0,8175.97
11641221900,0.43,0.01,99036.09,3.47,0.048,0.035,0.008,0.42,29.45,0.0,9907.0
11641223000,0.66,0.01,242064.0,2.96,0.054,0.041,0.013,0.484,23.32,0.0,24209.15
11641224100,0.87,0.03,14810.89,2.68,0.05,0.023,0.007,0.578,20.0,0.0,1483.51
11641225200,0.13,0.06,5069.44,2.45,0.064,0.092,0.014,0.496,24.07,0.0,509.68
11641331900,0.47,0.03,1584.04,1.35,0.109,0.014,0.014,0.347,21.49,0.0,160.79
11641336300,0.38,0.02,3806.89,2.35,0.103,0.011,0.018,0.341,17.89,0.0,382.8
11641337400,0.44,0.02,1656.49,2.07,0.117,0.013,0.011,0.358,20.31,0.0,167.98
11641339600,0.99,0.02,4395.69,1.38,0.103,0.013,0.006,0.356,14.45,0.0,441.3
11641344000,0.77,0.01,4858.09,2.61,0.105,0.022,,0.368,13.15,0.0,541.68
11641345100,1.04,0.01,9196.81,0.64,0.094,0.008,0.013,0.387,12.2,0.0,921.12
11641346200,0.97,0.01,8482.41,1.93,0.101,0.017,0.011,0.389,14.51,0.0,850.03
11641349500,0.43,0.01,8190.25,2.32,0.104,0.012,0.003,0.375,14.52,0.0,820.8
11641353900,0.45,0.04,750.76,0.66,0.135,0.019,0.006,0.343,12.07,0.0,76.45
11641355000,0.77,0.03,1505.44,2.48,0.115,0.011,0.007,0.353,18.45,0.0,152.77
11641356100,0.86,0.24,615.04,1.67,0.056,0.226,0.02,0.395,5.0,0.35,62.39
11641357200,0.53,0.06,9801.0,3.61,0.061,0.043,0.02,0.342,57.92,0.43,986.4
11641358300,0.84,0.24,630.01,2.38,0.05,0.2,0.016,0.409,5.15,0.38,63.97
11641359400,1.02,0.07,7938.81,7.61,0.063,0.041,0.014,0.336,71.77,0.22,802.0
11641360500,0.83,0.07,6528.64,6.45,0.069,0.053,0.014,0.319,51.39,0.0,658.78
11641361600,1.15,0.28,457.96,1.59,0.057,0.224,0.021,0.386,6.19,0.33,46.82
11641362700,1.1,0.05,12210.25,5.2,0.057,0.029,0.018,0.346,80.9,0.31,1229.83
11641363800,0.44,0.23,681.21,4.36,0.053,0.186,0.014,0.335,4.98,0.45,69.23
11641364900,0.34,0.06,10444.84,5.62,0.058,0.034,0.018,0.336,74.36,0.29,1052.6
11641366000,0.57,0.23,670.81,0.24,0.052,0.207,0.016,0.401,4.06,0.11,67.67
11641367100,0.36,0.07,6528.64,0.12,0.059,0.034,0.021,0.336,73.7,0.36,660.37
11641368200,1.14,0.27,488.41,2.8,0.065,0.23,0.026,0.318,5.78,0.32,49.94
11641369300,0.97,0.07,7464.96,0.91,0.064,0.039,0.024,0.352,71.91,0.36,753.97
11641370400,0.45,0.14,1755.61,3.51,0.052,0.172,0.014,0.35,6.07,0.28,176.66
11641371500,2.63,0.19,696.96,11.59,0.214,0.015,0.007,0.395,3.62,0.0,71.56
11641372600,0.41,0.06,10322.56,3.38,0.059,0.041,0.032,0.322,78.44,0.54,1040.58
11641373700,1.4,0.25,585.64,4.19,0.052,0.191,0.01,0.378,6.4,0.37,59.89
11641374800,0.99,0.1,3757.69,1.83,0.067,0.038,0.013,0.356,51.2,0.33,381.26
11641375900,1.17,0.1,3806.89,0.32,0.068,0.029,0.01,0.363,48.56,0.56,385.81
11641377000,0.63,0.19,948.64,1.49,0.052,0.176,0.014,0.355,9.87,0.38,96.18
11641378100,0.44,0.07,7482.25,5.63,0.063,0.048,0.024,0.334,71.71,0.3,756.09
11641379200,1.12,0.2,924.16,4.44,0.056,0.182,0.012,0.345,10.16,0.32,94.1
11641380300,0.36,0.09,4422.25,3.21,0.069,0.028,0.009,0.346,46.43,0.34,447.31
11641381400,0.97,0.18,1102.24,4.43,0.06,0.188,0.023,0.306,9.43,0.29,111.81
11641382500,7.08,0.77,60.84,16.57,0.172,0.022,0.006,0.432,2.02,0.23,8.81
11641383600,0.92,0.09,4489.0,2.91,0.062,0.044,0.014,0.438,57.83,0.22,455.15
11641384700,0.33,0.1,3918.76,3.11,0.064,0.022,0.014,0.335,52.34,0.57,397.56
11641385800,0.89,0.17,1317.69,3.96,0.051,0.189,0.014,0.358,6.59,0.43,133.03
11641386900,0.2,0.06,9063.04,3.5,0.059,0.038,0.017,0.349,70.19,0.16,913.76
11641388000,1.08,0.5,141.61,1.09,0.056,0.251,0.023,0.357,4.02,0.5,14.95
11641389100,1.13,0.06,10201.0,0.83,0.059,0.036,0.012,0.333,58.32,0.22,1026.2
11641390200,1.62,0.27,349.69,3.84,0.11,0.104,0.028,0.329,6.0,0.8,36.28
11641391300,1.09,0.19,696.96,8.15,0.106,0.086,0.024,0.327,5.18,0.73,71.28
11641392400,0.37,0.09,4422.25,1.71,0.062,0.031,0.017,0.338,59.3,0.71,448.49
11641393500,1.09,0.05,12100.0,4.21,0.062,0.044,0.015,0.338,68.92,0.14,1217.49
11641394600,1.11,0.23,457.96,4.3,0.108,0.088,0.024,0.343,4.61,0.78,46.96
11641395700,0.23,0.06,8667.61,6.59,0.061,0.035,0.015,0.322,76.74,0.3,875.2
11641396800,1.82,0.42,144.0,7.58,0.111,0.114,0.025,0.338,4.98,0.81,16.02
11641397900,1.11,0.18,778.41,2.87,0.104,0.099,0.018,0.332,5.18,0.78,78.91
11641399000,0.64,0.07,8299.21,0.68,0.063,0.037,0.015,0.344,75.24,0.12,837.64
11641400100,1.85,0.32,240.25,0.56,0.11,0.14,0.038,0.294,7.4,0.9,25.19
11641401200,0.83,0.07,6544.81,3.75,0.064,0.031,0.015,0.347,66.07,0.3,661.63
11641402300,1.29,0.11,1936.0,9.15,0.103,0.09,0.018,0.378,9.87,0.68,195.77
11641403400,0.23,0.07,7885.44,3.36,0.06,0.042,0.013,0.329,67.34,0.52,795.74
11641405600,0.58,0.08,5776.0,4.35,0.061,0.021,0.016,0.353,57.66,0.57,583.97
11641406700,1.09,0.06,9177.64,6.22,0.063,0.048,0.014,0.329,56.31,0.14,924.19
11641408900,0.75,0.09,4356.0,3.61,0.062,0.026,0.012,0.339,46.9,0.51,440.83
11641412200,0.33,0.09,4942.09,3.35,0.062,0.037,0.015,0.344,62.31,0.42,500.9
11641414400,0.89,0.07,7208.01,4.81,0.061,0.037,0.01,0.338,59.0,0.21,727.34
11641416600,0.79,0.06,10609.0,3.29,0.058,0.04,0.017,0.335,71.05,0.0,1068.46
11641418800,0.27,0.06,11025.0,0.54,0.058,0.04,0.016,0.327,65.96,0.29,1109.26
11641421000,0.32,0.07,7140.25,0.41,0.066,0.037,0.017,0.337,55.59,0.26,719.74
11641422100,0.23,0.07,7534.24,1.44,0.061,0.031,0.011,0.345,63.95,0.37,760.07
11641423200,1.54,0.18,1095.61,0.05,0.114,0.019,0.007,0.347,3.28,0.35,110.15
11641424300,2.15,0.24,610.09,3.04,0.105,0.028,0.005,0.513,2.48,0.33,61.9
11641425400,1.15,0.09,4610.41,7.75,0.066,0.034,0.01,0.356,55.26,0.41,467.55
11641426500,1.07,0.06,9389.61,3.93,0.061,0.03,0.015,0.363,57.78,0.34,945.33
11641427600,2.94,0.4,225.0,0.5,0.118,0.017,0.008,0.36,2.94,0.44,23.27
11641428700,0.34,0.07,7551.61,3.07,0.059,0.039,0.013,0.353,72.45,0.52,762.85
11641429800,1.26,0.19,1024.0,8.64,0.089,0.017,,0.423,3.59,0.33,115.39
11641430900,0.4,0.07,7903.21,0.28,0.064,0.034,0.01,0.339,69.82,0.27,797.45
11641434200,0.67,0.08,5898.24,6.29,0.07,0.033,0.012,0.337,55.55,0.0,596.13
11641435300,0.93,0.08,5446.44,5.22,0.066,0.04,,0.386,44.87,0.36,610.93
11641438600,0.47,0.07,7005.69,1.96,0.063,0.039,0.02,0.346,52.78,0.42,706.19
11641439700,0.71,0.09,4788.64,7.35,0.066,0.036,0.014,0.323,55.22,0.33,485.28
11641443000,1.1,0.07,7673.76,0.5,0.062,0.038,0.012,0.36,70.54,0.38,774.68
11641445200,0.62,0.1,3600.0,4.12,0.077,0.045,,0.331,36.33,0.36,404.66
11641446300,0.21,0.06,10732.96,2.22,0.063,0.036,0.017,0.358,80.11,0.19,1081.62
11641447400,0.66,0.09,4844.16,3.92,0.072,0.038,0.015,0.364,49.12,0.34,489.88
11641448500,0.8,0.1,3868.84,1.92,0.076,0.041,0.017,0.322,37.49,0.44,391.0
11641449600,0.62,0.07,6480.25,0.49,0.066,0.036,0.016,0.35,62.65,0.38,654.49
11641450700,1.13,0.07,7867.69,5.99,0.069,0.036,0.008,0.325,41.29,0.2,791.68
11641451800,0.29,0.06,11214.81,1.65,0.06,0.035,0.007,0.344,64.19,0.0,1128.14
11641452900,0.52,0.07,6773.29,8.14,0.066,0.031,0.019,0.339,57.65,0.44,684.06
11641454000,0.62,0.08,5625.0,2.06,0.077,0.043,0.016,0.328,40.38,0.17,566.88
11641455100,0.42,0.08,5372.89,0.89,0.068,0.032,,0.342,55.45,0.39,603.4
11641456200,0.75,0.09,4032.25,2.17,0.066,0.041,0.012,0.343,35.61,0.49,407.18
11641457300,2.02,0.08,1474.56,12.81,0.234,0.012,0.006,0.395,9.13,0.11,149.94
11641458400,1.87,0.25,571.21,10.78,0.103,0.027,0.008,0.333,3.51,0.55,58.86
11641459500,2.31,0.38,252.81,3.57,0.084,0.021,0.011,0.358,2.6,0.55,26.27
11641466100,20.42,0.79,57.76,32.08,0.377,0.015,0.01,0.431,0.7,0.22,11.28
11641483700,1.18,0.02,6544.81,8.41,0.253,0.06,0.018,0.466,6.85,0.0,656.21
11641491400,1.69,0.08,163.84,1.39,0.169,0.02,0.006,0.357,7.75,0.0,17.53
11641494700,1.49,0.09,1190.25,18.18,0.291,0.014,0.004,0.516,4.27,0.0,121.51
11641501300,1.63,0.18,729.0,5.09,0.103,0.071,0.011,0.452,5.41,0.63,74.26
11641502400,1.7,0.13,59.29,2.65,0.14,0.009,0.01,0.341,13.21,0.23,7.77
11641503500,1.41,0.12,1730.56,8.65,0.107,0.07,0.011,0.455,4.83,0.49,174.67
11641505700,0.62,0.11,2143.69,6.13,0.101,0.06,0.009,0.362,4.92,0.6,215.66
11641507900,1.71,0.36,278.89,3.78,0.066,0.048,0.009,0.584,2.63,0.37,28.84
11641595900,1.07,0.09,1204.09,21.26,0.173,0.031,0.014,0.598,6.51,0.0,123.38
11641603600,4.46,0.13,243.36,21.8,0.32,0.027,0.024,0.485,4.42,0.98,27.6
11641665200,0.25,0.05,4356.0,1.56,0.074,0.068,0.009,0.448,5.22,0.0,436.37
11641666300,2.2,0.01,139.24,0.41,0.057,0.12,0.012,0.323,5.26,0.84,14.85
11641667400,3.04,0.013,81.0,6.08,0.063,0.138,0.021,0.34,5.09,0.75,9.65
11641668500,0.2,0.04,5975.29,3.2,0.069,0.059,0.015,0.336,6.21,0.0,598.54
11641670700,0.95,0.11,784.0,0.18,0.048,0.067,0.014,0.365,30.49,0.61,81.68
11641671800,0.54,0.09,1232.01,2.28,0.05,0.097,0.017,0.308,25.66,0.22,126.13
11641672900,0.13,0.06,2662.56,0.77,0.042,0.054,0.011,0.321,44.55,0.33,270.88
11641674000,1.2,0.5,576.0,5.4,0.061,0.149,0.026,0.311,12.53,0.63,59.68
11641676200,0.99,0.12,630.01,0.66,0.051,0.062,0.014,0.368,25.79,0.46,65.85
11641677300,0.71,0.11,723.61,2.18,0.051,0.078,0.019,0.368,32.47,0.44,76.0
11641678400,0.65,0.09,1056.25,1.62,0.053,0.095,0.038,0.308,30.05,0.44,108.96
11641679500,0.23,0.07,1722.25,1.88,0.046,0.053,0.012,0.323,36.85,0.0,176.17
11641680600,0.57,0.08,1317.69,1.0,0.045,0.059,0.02,0.35,42.45,0.51,136.28
11641681700,0.83,0.1,930.25,1.38,0.054,0.1,0.019,0.308,24.7,0.2,95.79
11641682800,0.83,0.05,3294.76,2.06,0.046,0.051,0.012,0.334,41.21,0.0,333.94
11641683900,0.34,0.11,723.61,2.14,0.052,0.081,0.018,0.325,32.13,0.53,75.93
